source_seed_label,distribution,specialist_regime_id,regime_key,status,skip_reason,n_scenarios,n_exact_scenarios,n_neighbor_scenarios,n_neighbor_regimes,neighborhood_used,neighborhood_trigger_scenarios,n_train_scenarios,n_heldout_scenarios,specialist_seed,ga_candidate_k,ga_candidate_source,ga_candidate_protected_elite,protected_elite_origin,protected_elite_one_stage_only,n_protected_elites_competing,ga_robust_q95_mse,ga_robust_mean_mse,gate_pass,final_selected_type,final_selected_estimator,final_selected_q95_mse,final_selected_mean_mse,best_benchmark_q95_estimator,best_benchmark_mean_estimator,ga_rel_improvement_q95,ga_rel_improvement_mean,profile_audit_run,profile_audit_scope,profile_match_level,profile_audit_n_available,profile_audit_n_scenarios,profile_audit_excluded_source_scenarios,profile_audit_num_samples,profile_audit_bootstrap_B,profile_audit_seed,profile_audit_ga_q95_mse,profile_audit_ga_mean_mse,profile_to_heldout_q95_ratio,profile_to_heldout_mean_ratio,profile_audit_gate_pass,profile_audit_final_selected_type,profile_audit_final_selected_estimator,profile_audit_best_benchmark_q95_estimator,profile_audit_best_benchmark_mean_estimator,profile_audit_best_benchmark_q95_mse,profile_audit_best_benchmark_mean_mse,profile_audit_rel_improvement_q95,profile_audit_rel_improvement_mean,profile_audit_interpretation,global_audit_run,global_audit_scenario_frac,global_audit_min_scenarios,global_audit_n_scenarios,global_audit_num_samples,global_audit_bootstrap_B,global_audit_seed,global_audit_ga_q95_mse,global_audit_ga_mean_mse,heldout_ga_q95_mse,heldout_ga_mean_mse,global_to_heldout_q95_ratio,global_to_heldout_mean_ratio,global_audit_gate_pass,global_audit_final_selected_type,global_audit_final_selected_estimator,global_audit_best_benchmark_q95_estimator,global_audit_best_benchmark_mean_estimator,global_audit_best_benchmark_q95_mse,global_audit_best_benchmark_mean_mse,global_audit_rel_improvement_q95,global_audit_rel_improvement_mean,global_audit_interpretation,experimental_condition_key,condition_summary,shape_regime,tail_regime,mechanism_regime,contamination_regime,contamination_direction,contamination_structure,rate_regime,scale_regime,scale_group_regime,rate_regime_order,scale_regime_order,scale_group_regime_order,severity_regime,sample_size_regime,exact_contamination_rates,exact_outlier_scales,exact_contamination_types,exact_sample_sizes,w_mean,w_median,w_trimmed20,w_harmonic,w_geometric,w_mode_hsm,w_mode_parzen,w_trimean,w_huber,w_biweight,w_winsorized_0.05,w_winsorized_0.1,w_winsorized_0.2,w_mom_k5,w_mom_k10,w_mom_k20,w_catoni_a0.05,w_catoni_a0.1,w_catoni_a0.2,w_catoni_a0.35,w_catoni_a0.5,w_huber_k0.75,w_huber_k1,w_huber_k1.345,w_huber_k1.75,w_huber_k2,winner_weight_vector,specialist_halving_rung,n_stage1_candidates,n_final_survivors,specialist_halving_keep_frac,specialist_halving_stage1_budget_frac,specialist_stage1_gens_frac,specialist_final_gens_frac,specialist_stage1_pop_size,specialist_final_pop_size,dashboard_teaching_note
seed101,exwald,REG03,exwald | first_passage_right_skewed | heavy_first_passage_tail | upper_tail | clustered | extreme | low_scale,evaluated,,18,2,16,2,True,10,13,5,95104,2,current_specialist_finalist,False,,False,0,0.2032501044604829,0.0653237570869922,True,ga_composite,robust,0.2032501044604829,0.0653237570869922,huber_k0.75,trimmed20,0.1148943492993899,0.2372960449940895,True,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_adjacent_rate_scale,30,24,18,20,40,1099040970,0.8637238709499081,0.4853864588494096,4.249561756626741,7.4304736972734995,False,benchmark,median,median,median,0.4436574758291893,0.2213460706099702,-0.9468259141462092,-1.1928849132520043,regime_specific_profile_no_free_lunch,True,0.1,24,24,20,40,1099040970,0.8637238709499081,0.4853864588494096,0.2032501044604829,0.0653237570869922,4.249561756626741,7.4304736972734995,False,benchmark,median,median,median,0.4436574758291893,0.2213460706099702,-0.9468259141462092,-1.1928849132520043,regime_specific_profile_no_free_lunch,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | upper_tail | clustered | extreme | low_scale | extreme_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=extreme_severity | rates={0.3} | scales={1.5;3} | types={clustered_upper},first_passage_right_skewed,heavy_first_passage_tail,clustered_upper,contaminated,upper_tail,clustered,extreme,low_scale,low_scale,4,1,1,extreme_severity,,0.3,1.5;3,clustered_upper,300;500;1000,0.0014444809322402,0.2268491339030517,0.0691544299612165,0.0035671593226781,0.0138782288458733,0.0050419987234009,0.0040812475398073,0.2038784143127172,0.0018393663727247,0.336840303105945,0.0024000229059188,0.0111321014280037,0.015661873591278,0.0037578697921665,0.0034637990480915,0.0131944081675289,0.0012236971904382,0.0071881311738314,0.0077719637380112,0.0132189534383315,0.0131138843297698,0.006650058334725,0.0154710984185704,0.0046076297786197,0.0039549534084351,0.0106147922366244,0.00144448;0.22684913;0.06915443;0.00356716;0.01387823;0.005042;0.00408125;0.20387841;0.00183937;0.3368403;0.00240002;0.0111321;0.01566187;0.00375787;0.0034638;0.01319441;0.0012237;0.00718813;0.00777196;0.01321895;0.01311388;0.00665006;0.0154711;0.00460763;0.00395495;0.01061479,final_full_budget,5,3,0.5,0.5,0.25,1,,100,GA discovery-pass teaching example
seed101,exgaussian,REG01,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | symmetric | clustered | moderate | low_scale,evaluated,,24,4,20,2,True,10,17,7,95102,1,current_specialist_finalist,False,,False,1,0.0240545054010088,0.0062919590739993,False,benchmark,huber,0.0229368626373204,0.0054148480343152,huber,biweight,-0.0487269240485038,-0.1619825771589012,True,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,24,24,24,20,40,298972232,0.0232523355613503,0.0052570253362369,0.9666519919136832,0.8355148648574864,False,benchmark,huber_k2,huber_k2,huber_k2,0.0195514796291267,0.0044862586115668,-0.1892877675877228,-0.171806128721845,benchmark_dominant_local_and_profile,True,0.1,24,24,20,40,298972232,0.0232523355613503,0.0052570253362369,0.0240545054010088,0.0062919590739993,0.9666519919136832,0.8355148648574864,False,benchmark,huber_k2,huber_k2,huber_k2,0.0195514796291267,0.0044862586115668,-0.1892877675877228,-0.171806128721845,benchmark_dominant_local_and_profile,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | symmetric | clustered | moderate | low_scale | moderate_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=symmetric | structure=clustered | severity=moderate_severity | rates={0.05;0.1} | scales={1.5;3} | types={clustered_symmetric},gaussian_core_right_skewed_tail,exponential_right_tail,clustered_symmetric,contaminated,symmetric,clustered,moderate,low_scale,low_scale,2,1,1,moderate_severity,,0.05;0.1,1.5;3,clustered_symmetric,300;500;1000,0.0039780468649984,0.1158806305036778,0.0479264934954043,1e-12,1e-12,0.0157700111822663,0.00026907100158108163,0.0246739004837024,0.2534067934583881,0.1231927587479721,0.0033519329299368,0.0054145127057649,0.0078760855929052,0.0032530273645002,0.0054606278024226,0.0506289616986642,0.0034357265101439,0.0117553528625281,0.0099713812051596,0.0163695410674824,0.0081841402481269,0.0156925028371575,0.03608805177138,0.0929703222255376,0.0086770144292278,0.1357731130090708,0.00397805;0.11588063;0.04792649;0;0;0.01577001;0.00026907;0.0246739;0.25340679;0.12319276;0.00335193;0.00541451;0.00787609;0.00325303;0.00546063;0.05062896;0.00343573;0.01175535;0.00997138;0.01636954;0.00818414;0.0156925;0.03608805;0.09297032;0.00867701;0.13577311,final_full_budget,5,3,0.5,0.5,0.25,1,,100,Benchmark-retained teaching example
